AnoMesReferencia;UF;NomeMunicipioSIAFI;CodigoMunicipioSIAFI;meanValor;sdValor;nBeneficios;quantile25;quantile75;quantile01;quantile99;minValor;maxValor
201403;AC;ACRELANDIA; 643;162,58491; 95,12654;  1802;102,0;202,0; 32,00;492,00; 32; 632
201403;AC;ASSIS BRASIL; 157;274,64848;140,83784;   953;166,0;352,0; 70,00;691,60; 32; 772
201403;AC;BRASILEIA; 105;168,54557; 99,45939;  3270;102,0;210,0; 32,00;512,62; 32; 772
201403;AC;BUJARI; 645;183,59197;108,80743;  1196;102,0;230,0; 32,00;542,20; 32; 834
201403;AC;CAPIXABA; 647;159,37470; 98,67792;  1257;102,0;200,0; 32,00;492,00; 32; 968
201403;AC;CRUZEIRO DO SUL; 107;244,41004;134,32220;  9482;140,0;322,0; 38,00;652,00; 32; 982
201403;AC;EPITACIOLANDIA; 651;166,00247; 89,37561;  1617;102,0;212,0; 32,00;460,48; 32; 818
201403;AC;FEIJO; 113;261,47588;139,53603;  4705;142,0;352,0; 64,00;682,00; 32; 982
201403;AC;JORDAO; 653;275,62667;153,83953;  1125;166,0;352,0; 38,00;735,44; 32; 842
201403;AC;MANCIO LIMA; 109;272,96436;137,71989;  2497;166,0;352,0; 70,00;634,08; 32; 912
201403;AC;MANOEL URBANO; 155;286,17817;152,60791;  1246;166,0;352,0; 38,00;702,00; 32;1052
201403;AC;MARECHAL THAUMATURGO; 655;264,46031;154,10744;  2381;142,0;344,0; 38,00;738,00; 32;1100
201403;AC;PLACIDO DE CASTRO; 151;153,95162; 80,30523;  1819;102,0;198,0; 32,00;434,56; 32; 672
201403;AC;PORTO ACRE; 649;196,29716;107,09480;  2396;118,0;252,0; 32,00;530,10; 32; 738
201403;AC;PORTO WALTER; 657;265,79585;153,25171;  1254;140,0;344,0; 64,00;700,82; 32; 932
201403;AC;RIO BRANCO; 139;157,75352; 86,53102; 24529;102,0;198,0; 32,00;451,44; 32; 786
201403;AC;RODRIGUES ALVES; 659;199,98246;113,75693;  2166;112,0;246,0; 32,00;586,00; 32; 786
201403;AC;SANTA ROSA DO PURUS; 661;318,05521;154,57193;   652;212,0;422,0; 64,00;736,30; 32; 842
201403;AC;SENA MADUREIRA; 145;215,21798;122,54403;  5207;134,0;274,0; 38,00;614,00; 32; 962
201403;AC;SENADOR GUIOMARD; 153;179,92027; 96,61357;  2408;108,0;212,0; 32,00;492,00; 32; 772
201403;AC;TARAUACA; 147;271,74858;156,34358;  5274;146,0;352,0; 56,98;747,08; 32;1036
201403;AC;XAPURI; 149;175,78931; 97,18237;  1908;108,0;212,0; 32,00;492,00; 32; 768
201403;AL;AGUA BRANCA;2701;215,17387;127,90158;  3169;118,0;282,0; 38,00;625,20; 32; 772
201403;AL;ANADIA;2703;134,92647; 61,68701;  2815;102,0;166,0; 32,00;352,00; 32; 478
201403;AL;ARAPIRACA;2705;135,82430; 70,38589; 25600;102,0;166,0; 32,00;374,00; 32; 772
201403;AL;ATALAIA;2707;161,17277; 89,38827;  7785;102,0;200,0; 70,00;466,00; 32; 884
201403;AL;BARRA DE SANTO ANTONIO;2709;150,17826; 71,33046;  2558;102,0;178,0; 64,00;392,00; 32; 642
201403;AL;BARRA DE SAO MIGUEL;2711;155,02932; 74,15958;   921;102,0;182,0; 32,00;408,40; 32; 492
201403;AL;BATALHA;2713;189,54088;101,37969;  2923;102,0;258,0; 64,00;482,68; 32; 806
201403;AL;BELEM;2715;159,62853; 87,80210;   743;102,0;203,0; 32,00;439,40; 32; 898
201403;AL;BELO MONTE;2717;214,49749;106,14547;  1592;132,0;270,0; 70,00;538,00; 32; 770
201403;AL;BOCA DA MATA;2719;160,31408; 88,81436;  4362;102,0;204,0; 32,00;486,34; 32; 772
201403;AL;BRANQUINHA;2721;141,69791; 63,23227;  1675;102,0;166,0; 32,00;364,08; 32; 552
201403;AL;CACIMBINHAS;2723;179,94439; 95,80177;  2014;110,0;234,0; 70,00;492,00; 32;1006
201403;AL;CAJUEIRO;2725;143,18655; 64,80565;  3479;102,0;166,0; 38,00;372,00; 32; 672
201403;AL;CAMPESTRE; 560;157,69815; 79,83957;  1133;102,0;198,0; 70,00;452,00; 32; 716
201403;AL;CAMPO ALEGRE;2727;119,94096; 52,99846;  7012; 70,0;140,0; 38,00;305,56; 32; 532
201403;AL;CAMPO GRANDE;2729;219,42156;113,66856;  1957;140,0;282,0; 70,00;562,00; 32; 794
201403;AL;CANAPI;2731;213,14063;119,77208;  3463;128,0;270,0; 70,00;612,76; 32; 884
201403;AL;CAPELA;2733;152,30160; 83,36464;  2626;102,0;182,0; 32,00;465,50; 32; 662
201403;AL;CARNEIROS;2735;234,40527;127,35777;  1441;142,0;282,0; 70,00;632,00; 32; 772
201403;AL;CHA PRETA;2737;191,07137;110,84890;  1219;108,0;239,0; 70,00;556,60; 32; 772
201403;AL;COITE DO NOIA;2739;197,86938; 98,02596;  2067;126,0;254,0; 70,00;500,72; 32; 794
