AnoMesReferencia;UF;NomeMunicipioSIAFI;CodigoMunicipioSIAFI;meanValor;sdValor;nBeneficios;quantile25;quantile75;quantile01;quantile99;minValor;maxValor
201809;AC;ACRELANDIA; 643;211,72684;123,77021;  1900;130,00;260,00; 41,00; 624,01; 41; 936
201809;AC;ASSIS BRASIL; 157;308,55752;181,36117;  1356;171,00;397,00; 41,00; 892,00; 41;1070
201809;AC;BRASILEIA; 105;194,75372;103,20362;  3358;130,00;246,00; 41,00; 556,72; 41; 892
201809;AC;BUJARI; 645;207,64207;117,52889;  1450;130,00;258,00; 41,00; 610,63; 41; 793
201809;AC;CAPIXABA; 647;201,60472;115,44439;  1356;130,00;253,00; 41,00; 603,25; 41;1158
201809;AC;CRUZEIRO DO SUL; 107;310,86204;177,49046; 10829;171,00;416,00; 41,00; 851,72; 41;1378
201809;AC;EPITACIOLANDIA; 651;205,81210;111,11881;  1719;130,00;260,00; 41,00; 602,30; 41; 892
201809;AC;FEIJO; 113;314,20215;167,60906;  5110;180,00;397,00; 89,00; 841,91; 41;1158
201809;AC;JORDAO; 653;373,76258;198,26150;  1272;212,00;512,25; 89,00; 892,00; 41;1070
201809;AC;MANCIO LIMA; 109;335,17643;167,95724;  3242;180,00;446,00; 89,00; 882,00; 41;1248
201809;AC;MANOEL URBANO; 155;329,00284;176,90567;  1763;180,00;446,00; 69,08; 892,00; 41;1070
201809;AC;MARECHAL THAUMATURGO; 655;305,29828;184,31109;  2796;171,00;397,00; 89,00; 882,00; 41;1248
201809;AC;PLACIDO DE CASTRO; 151;181,56900; 96,69893;  1645;130,00;219,00; 41,00; 534,56; 41; 832
201809;AC;PORTO ACRE; 649;217,94152;116,97004;  2736;130,00;268,00; 41,00; 624,00; 41; 964
201809;AC;PORTO WALTER; 657;305,16220;183,20127;  1566;171,00;396,00; 82,00; 863,50; 41;1080
201809;AC;RIO BRANCO; 139;221,51963;124,86995; 21956;130,00;269,00; 41,00; 624,00; 41;1234
201809;AC;RODRIGUES ALVES; 659;285,44413;163,05261;  2443;170,00;366,00; 82,00; 771,80; 41; 990
201809;AC;SANTA ROSA DO PURUS; 661;374,99438;205,52986;  1067;199,50;535,00; 86,62; 892,00; 41;1070
201809;AC;SENA MADUREIRA; 145;274,62431;150,12487;  6721;170,00;347,00; 41,00; 739,60; 41;1220
201809;AC;SENADOR GUIOMARD; 153;255,85345;132,39260;  4135;179,00;357,00; 89,00; 625,00; 41;1070
201809;AC;TARAUACA; 147;340,33763;187,73005;  7144;180,00;446,00; 82,00; 892,00; 41;1336
201809;AC;XAPURI; 149;196,17269; 98,30834;  1992;130,00;230,00; 41,00; 560,00; 41; 860
