AnoMesReferencia;UF;NomeMunicipioSIAFI;CodigoMunicipioSIAFI;meanValor;sdValor;nBeneficios;quantile25;quantile75;quantile01;quantile99;minValor;maxValor
201306;AC;ACRELANDIA; 643;171,09158;102,08402;  1638;102,0;212,0; 32,00;492,00; 32; 632
201306;AC;ASSIS BRASIL; 157;248,06027;135,69901;   896;142,0;322,0; 69,70;650,10; 32; 772
201306;AC;BRASILEIA; 105;185,81586;104,53983;  2661;108,0;230,0; 32,00;532,00; 32; 830
201306;AC;BUJARI; 645;205,20317;113,42741;  1009;130,0;272,0; 32,00;549,68; 32; 770
201306;AC;CAPIXABA; 647;170,41623;100,99832;  1134;102,0;212,0; 32,00;496,02; 32; 968
201306;AC;CRUZEIRO DO SUL; 107;234,09259;129,87239;  9094;134,0;302,0; 38,00;632,00; 32; 954
201306;AC;EPITACIOLANDIA; 651;157,58293; 82,52014;  1429;102,0;198,0; 32,00;422,00; 32; 622
201306;AC;FEIJO; 113;222,91713;131,77301;  3801;134,0;282,0; 32,00;632,00; 32; 982
201306;AC;JORDAO; 653;286,51710;155,08940;   994;166,0;387,5; 64,00;760,84; 32; 842
201306;AC;MANCIO LIMA; 109;287,69282;137,93604;  2383;212,0;352,0; 70,00;702,00; 32; 842
201306;AC;MANOEL URBANO; 155;271,39515;148,74382;  1154;142,0;352,0; 70,00;702,00; 38; 982
201306;AC;MARECHAL THAUMATURGO; 655;265,96378;146,32476;  1822;161,0;344,0; 38,00;694,00; 32; 886
201306;AC;PLACIDO DE CASTRO; 151;162,53401; 83,45830;  1779;102,0;198,0; 32,00;466,00; 32; 672
201306;AC;PORTO ACRE; 649;202,92946;109,35174;  2098;134,0;265,0; 32,00;546,24; 32; 912
201306;AC;PORTO WALTER; 657;279,37925;152,58340;  1118;166,0;362,0; 64,00;710,00; 32; 884
201306;AC;RIO BRANCO; 139;159,34962; 86,38737; 24309;102,0;198,0; 32,00;450,00; 32; 772
201306;AC;RODRIGUES ALVES; 659;238,52528;135,56634;  2037;134,0;312,0; 38,00;644,80; 32;1074
201306;AC;SANTA ROSA DO PURUS; 661;319,52113;158,36937;   568;212,0;422,0; 64,00;702,00; 38; 842
