AnoMesReferencia;UF;NomeMunicipioSIAFI;CodigoMunicipioSIAFI;meanValor;sdValor;nBeneficios;quantile25;quantile75;quantile01;quantile99;minValor;maxValor
201412;AC;ACRELANDIA; 643;195,8395;104,89133;  1826;119,00;233,00; 35,00;540,75; 35; 732
201412;AC;ASSIS BRASIL; 157;320,3160;158,83932;   921;208,00;387,00; 77,00;772,00; 42; 926
201412;AC;BRASILEIA; 105;193,9969;109,48020;  3231;112,00;233,00; 35,00;570,00; 35; 848
201412;AC;BUJARI; 645;207,8238;119,16150;  1192;119,00;259,00; 35,00;596,54; 35; 924
201412;AC;CAPIXABA; 647;179,0508;105,61576;  1261;112,00;217,00; 35,00;540,40; 35; 848
201412;AC;CRUZEIRO DO SUL; 107;281,1402;148,96123;  9584;156,75;368,00; 70,00;734,00; 35;1080
201412;AC;EPITACIOLANDIA; 651;196,4753;106,03071;  1641;119,00;233,00; 35,00;540,00; 35; 926
201412;AC;FEIJO; 113;293,7907;152,50530;  4782;156,00;386,00; 77,00;750,38; 35;1082
201412;AC;JORDAO; 653;308,9409;167,84842;  1116;183,50;387,00; 77,00;799,20; 35; 926
201412;AC;MANCIO LIMA; 109;311,7890;152,73186;  2498;217,00;387,00; 77,00;772,00; 42;1002
201412;AC;MANOEL URBANO; 155;311,3346;157,96678;  1294;182,50;387,00; 77,00;772,00; 35; 926
201412;AC;MARECHAL THAUMATURGO; 655;297,1750;163,41012;  2371;173,00;385,00; 77,00;782,00; 35;1064
201412;AC;PLACIDO DE CASTRO; 151;177,0125; 87,94209;  1761;112,00;217,00; 35,00;466,80; 35; 782
201412;AC;PORTO ACRE; 649;226,4151;117,78466;  2474;147,00;293,00; 35,00;587,43; 35; 816
201412;AC;PORTO WALTER; 657;306,0880;170,94133;  1273;170,00;408,00; 77,00;804,56; 35;1036
201412;AC;RIO BRANCO; 139;181,7878; 95,71665; 23809;112,00;224,00; 35,00;518,60; 35; 926
201412;AC;RODRIGUES ALVES; 659;229,8373;130,22536;  2169;147,00;286,00; 42,00;683,28; 35; 964
201412;AC;SANTA ROSA DO PURUS; 661;365,1442;170,31728;   638;233,00;464,00; 77,00;848,00; 42; 926
201412;AC;SENA MADUREIRA; 145;252,5981;137,34615;  5285;147,00;314,00; 77,00;686,00; 35; 990
201412;AC;SENADOR GUIOMARD; 153;216,1691;111,54405;  2460;147,00;266,00; 42,00;560,20; 35; 772
201412;AC;TARAUACA; 147;324,2030;174,05141;  5241;189,00;428,00; 77,00;845,60; 35;1080
