AnoMesReferencia;UF;NomeMunicipioSIAFI;CodigoMunicipioSIAFI;meanValor;sdValor;nBeneficios;quantile25;quantile75;quantile01;quantile99;minValor;maxValor
201903;AC;ACRELANDIA; 643;195,03547;111,00524;  1776;130,00;253,00; 41,00;596,25; 41; 936
201903;AC;ASSIS BRASIL; 157;304,93912;177,79299;  1429;171,00;396,00; 41,00;838,28; 41;1070
201903;AC;BRASILEIA; 105;192,55716;103,08788;  3385;130,00;235,00; 41,00;536,00; 41; 958
201903;AC;BUJARI; 645;205,67582;116,83863;  1493;130,00;253,00; 41,00;604,00; 41; 793
201903;AC;CAPIXABA; 647;200,22620;114,40145;  1397;130,00;253,00; 41,00;617,04; 41;1158
201903;AC;CRUZEIRO DO SUL; 107;310,91965;175,43876; 10989;178,00;417,00; 41,00;838,48; 41;1426
201903;AC;EPITACIOLANDIA; 651;201,20209;109,01266;  1821;130,00;257,00; 41,00;601,20; 41; 892
201903;AC;FEIJO; 113;308,02971;164,16297;  5015;180,00;391,50; 89,00;816,00; 41;1158
201903;AC;JORDAO; 653;371,79790;194,82701;  1336;212,00;524,00; 84,45;892,00; 41;1070
201903;AC;MANCIO LIMA; 109;331,40643;166,06496;  3297;180,00;446,00; 89,00;806,16; 41;1336
201903;AC;MANOEL URBANO; 155;328,68016;173,36001;  1804;180,00;446,00; 82,00;803,00; 41;1158
201903;AC;MARECHAL THAUMATURGO; 655;300,08039;182,86568;  2886;170,00;396,00; 89,00;878,60; 41;1248
201903;AC;PLACIDO DE CASTRO; 151;175,94441; 93,82596;  1619;130,00;212,00; 41,00;534,82; 41; 832
201903;AC;PORTO ACRE; 649;212,77008;115,77250;  2801;130,00;260,00; 41,00;624,00; 41; 878
201903;AC;PORTO WALTER; 657;316,03794;187,04977;  1555;171,00;415,00; 82,00;860,92; 41;1080
201903;AC;RIO BRANCO; 139;221,52218;123,49881; 23984;130,00;269,00; 41,00;624,00; 41;1070
201903;AC;RODRIGUES ALVES; 659;291,26914;162,90886;  2508;171,00;382,00; 82,00;791,93; 41;1070
201903;AC;SANTA ROSA DO PURUS; 661;371,43236;199,06689;  1131;212,00;535,00; 89,00;892,00; 41;1070
201903;AC;SENA MADUREIRA; 145;275,30648;148,80340;  6963;170,00;349,00; 41,00;738,76; 41;1158
201903;AC;SENADOR GUIOMARD; 153;245,52154;132,56538;  4433;171,00;347,00; 89,00;625,00; 41; 980
201903;AC;TARAUACA; 147;336,28782;185,02368;  7411;180,00;446,00; 89,00;892,00; 41;1336
201903;AC;XAPURI; 149;194,25875; 98,34593;  2056;130,00;219,00; 41,00;565,60; 41; 860
201903;AL;AGUA BRANCA;2701;294,36634;145,38043;  2888;179,00;358,00; 82,00;714,00; 41;1070
201903;AL;ANADIA;2703;169,93730; 88,58777;  2759; 91,00;211,00; 89,00;490,10; 41;1034
201903;AL;ARAPIRACA;2705;180,39695; 93,29162; 19912;130,00;212,00; 41,00;514,00; 41; 892
201903;AL;ATALAIA;2707;186,04272; 97,89232;  7795;130,00;221,00; 89,00;530,30; 41; 980
201903;AL;BARRA DE SANTO ANTONIO;2709;184,86657;101,33791;  4032; 91,00;244,00; 89,00;529,69; 41; 784
201903;AL;BARRA DE SAO MIGUEL;2711;194,55420; 99,02300;  1310;130,00;253,00; 41,00;523,00; 41; 872
201903;AL;BATALHA;2713;221,66038;118,02058;  3445;130,00;309,00; 89,00;558,92; 41; 950
201903;AL;BELEM;2715;204,60903;109,76800;   908;130,00;266,25; 48,00;592,72; 41; 748
201903;AL;BELO MONTE;2717;243,58855;123,36234;  1327;149,00;325,00; 89,00;617,74; 41; 882
201903;AL;BOCA DA MATA;2719;201,06077;107,96544;  3867;130,00;260,00; 89,00;536,00; 41; 981
201903;AL;BRANQUINHA;2721;163,88051; 70,92306;  1975;130,00;186,00; 89,00;425,78; 41; 624
201903;AL;CACIMBINHAS;2723;223,51726;125,70657;  2144;130,00;296,00; 89,00;618,00; 41; 892
201903;AL;CAJUEIRO;2725;171,76953; 81,56521;  3636;130,00;209,25; 89,00;476,65; 41; 838
201903;AL;CAMPESTRE; 560;188,71060;109,12036;  1472; 91,00;257,00; 89,00;536,00; 41; 882
201903;AL;CAMPO ALEGRE;2727;152,80929; 73,34195;  6287; 89,00;171,00; 89,00;446,00; 41; 974
201903;AL;CAMPO GRANDE;2729;273,81346;131,93054;  2348;179,00;357,00; 89,00;625,00; 41; 980
201903;AL;CANAPI;2731;256,83607;141,83969;  4441;159,00;338,00; 89,00;705,60; 41;1010
201903;AL;CAPELA;2733;194,48110;106,04104;  2222;130,00;238,00; 41,00;573,95; 41; 832
201903;AL;CARNEIROS;2735;284,12543;143,61606;  1746;179,00;357,00; 89,00;714,00; 41; 980
201903;AL;CHA PRETA;2737;264,08085;139,67965;  1274;172,00;357,00; 89,00;706,43; 41; 970
