AnoMesReferencia;UF;NomeMunicipioSIAFI;CodigoMunicipioSIAFI;meanValor;sdValor;nBeneficios;quantile25;quantile75;quantile01;quantile99;minValor;maxValor
201812;AC;ACRELANDIA; 643;208,50836;123,38454;  1855;130,00;257,50; 41,00; 624,00; 41; 936
201812;AC;ASSIS BRASIL; 157;306,04578;177,72264;  1398;178,00;394,75; 41,00; 892,00; 41;1070
201812;AC;BRASILEIA; 105;194,41644;104,03965;  3381;130,00;244,00; 41,00; 562,40; 41; 892
201812;AC;BUJARI; 645;205,48577;115,86074;  1476;130,00;253,00; 41,00; 617,25; 41; 793
201812;AC;CAPIXABA; 647;201,79450;113,76182;  1382;130,00;253,00; 41,00; 606,47; 41;1158
201812;AC;CRUZEIRO DO SUL; 107;311,88613;176,61675; 10819;178,00;421,00; 41,00; 842,00; 41;1426
201812;AC;EPITACIOLANDIA; 651;202,21991;109,08551;  1778;130,00;257,00; 41,00; 593,22; 41; 892
201812;AC;FEIJO; 113;310,26068;165,58360;  5010;180,00;396,00; 89,00; 830,19; 41;1158
201812;AC;JORDAO; 653;374,80837;194,94832;  1315;219,00;521,50; 89,00; 892,00; 41;1070
201812;AC;MANCIO LIMA; 109;333,51520;167,28088;  3224;180,00;446,00; 89,00; 803,00; 41;1336
201812;AC;MANOEL URBANO; 155;327,00831;174,25648;  1804;180,00;446,00; 49,02; 851,58; 41;1158
201812;AC;MARECHAL THAUMATURGO; 655;300,64948;183,20889;  2870;170,00;396,00; 82,00; 883,24; 41;1248
201812;AC;PLACIDO DE CASTRO; 151;178,58562; 95,96709;  1641;130,00;219,00; 41,00; 535,00; 41; 832
201812;AC;PORTO ACRE; 649;211,54411;114,39385;  2834;130,00;258,00; 41,00; 613,04; 41; 878
201812;AC;PORTO WALTER; 657;310,67203;184,19755;  1555;171,00;397,00; 48,00; 860,00; 41;1080
201812;AC;RIO BRANCO; 139;220,72093;123,86634; 24105;130,00;269,00; 41,00; 624,00; 41;1330
201812;AC;RODRIGUES ALVES; 659;286,50321;162,34511;  2492;170,00;367,00; 78,94; 766,90; 41;1070
201812;AC;SANTA ROSA DO PURUS; 661;369,99280;199,76159;  1111;180,00;535,00; 89,00; 892,00; 41; 980
201812;AC;SENA MADUREIRA; 145;275,10316;149,09736;  6873;171,00;347,00; 41,00; 738,56; 41;1220
201812;AC;SENADOR GUIOMARD; 153;249,76296;131,56235;  4320;179,00;357,00; 89,00; 625,00; 41; 892
201812;AC;TARAUACA; 147;337,91701;185,74589;  7266;180,00;446,00; 89,00; 892,00; 41;1336
201812;AC;XAPURI; 149;194,99457; 98,23190;  2025;130,00;226,00; 41,00; 560,00; 41; 860
201812;AL;AGUA BRANCA;2701;293,38702;146,15524;  2912;179,00;358,00; 82,00; 714,00; 41;1070
201812;AL;ANADIA;2703;170,70424; 87,91668;  2759; 91,00;212,00; 82,00; 475,84; 41;1034
201812;AL;ARAPIRACA;2705;180,84649; 93,10892; 20331;130,00;219,00; 41,00; 513,70; 41; 892
201812;AL;ATALAIA;2707;186,83772; 98,82153;  7900;130,00;221,00; 89,00; 536,00; 41; 980
201812;AL;BARRA DE SANTO ANTONIO;2709;184,96826;101,76603;  4033; 91,00;244,00; 89,00; 533,40; 41; 784
201812;AL;BARRA DE SAO MIGUEL;2711;192,23906; 99,13678;  1326;130,00;250,00; 41,00; 523,00; 41; 872
201812;AL;BATALHA;2713;221,93735;119,31412;  3400;130,00;309,00; 89,00; 568,00; 41;1042
201812;AL;BELEM;2715;203,52013;109,37798;   894;130,00;263,00; 47,51; 589,28; 41; 748
201812;AL;BELO MONTE;2717;244,39242;125,50124;  1320;148,00;325,00; 89,00; 617,81; 41; 882
201812;AL;BOCA DA MATA;2719;200,56485;108,79138;  3824;130,00;258,00; 82,00; 553,16; 41; 988
201812;AL;BRANQUINHA;2721;166,05201; 71,48166;  1942;130,00;207,50; 89,00; 421,59; 41; 624
201812;AL;CACIMBINHAS;2723;223,42196;126,69492;  2204;129,00;297,00; 89,00; 618,00; 41;1070
201812;AL;CAJUEIRO;2725;170,75422; 80,94328;  3731;130,00;209,00; 89,00; 466,00; 41; 838
201812;AL;CAMPESTRE; 560;189,11367;110,44278;  1478; 91,00;257,00; 89,00; 536,92; 41; 882
201812;AL;CAMPO ALEGRE;2727;152,95181; 72,23641;  6329; 89,00;178,00; 89,00; 446,00; 41; 714
201812;AL;CAMPO GRANDE;2729;275,39647;133,23700;  2381;179,00;357,00; 89,00; 625,00; 41; 980
201812;AL;CANAPI;2731;257,74989;141,81860;  4366;159,00;338,00; 89,00; 706,00; 41;1010
201812;AL;CAPELA;2733;194,02304;106,01059;  2257;130,00;244,00; 41,00; 575,00; 41; 832
201812;AL;CARNEIROS;2735;282,29667;143,84167;  1773;179,00;357,00; 89,00; 714,00; 41; 980
201812;AL;CHA PRETA;2737;262,06103;141,30110;  1278;171,00;357,00; 89,00; 713,23; 41; 970
201812;AL;COITE DO NOIA;2739;211,77276;105,40041;  1593;130,00;269,00; 41,00; 553,72; 41; 714
201812;AL;COLONIA LEOPOLDINA;2741;187,32298;115,14892;  4251; 91,00;246,00; 89,00; 581,00; 41;1158
201812;AL;COQUEIRO SECO;2743;166,17686; 90,29611;   752; 89,00;212,00; 41,00; 457,76; 41; 802
201812;AL;CORURIPE;2745;169,14291; 77,27864;  5402;130,00;209,00; 41,00; 440,00; 41; 882
201812;AL;CRAIBAS;2889;254,74712;122,95546;  3994;164,00;325,00; 89,00; 624,00; 41;1022
201812;AL;DELMIRO GOUVEIA;2747;187,92970;102,50424;  6558;130,00;230,00; 41,00; 536,00; 41; 974
