AnoMesReferencia;UF;NomeMunicipioSIAFI;CodigoMunicipioSIAFI;meanValor;sdValor;nBeneficios;quantile25;quantile75;quantile01;quantile99;minValor;maxValor
201912;AC;ACRELANDIA; 643;188,21169; 98,97407;  1625;130,00;236,00; 41,00;525,52; 41; 936
201912;AC;ASSIS BRASIL; 157;312,99509;178,34773;  1427;178,00;421,50; 41,00;892,00; 41;1070
201912;AC;BRASILEIA; 105;197,89062;105,70489;  3145;130,00;247,00; 41,00;586,08; 41; 958
201912;AC;BUJARI; 645;219,23488;128,05853;  1422;130,00;260,00; 41,00;680,32; 41; 842
201912;AC;CAPIXABA; 647;212,94047;156,11612;  1579;130,00;258,00; 41,00;958,40; 41;1426
201912;AC;CRUZEIRO DO SUL; 107;320,10964;170,93492; 10516;180,00;432,00; 48,00;803,00; 41;1692
201912;AC;EPITACIOLANDIA; 651;201,10155;106,91852;  1802;130,00;253,00; 41,00;568,84; 41; 892
201912;AC;FEIJO; 113;301,46993;156,27638;  4722;179,00;382,00; 82,00;802,00; 41;1150
201912;AC;JORDAO; 653;377,38897;187,72650;  1324;253,00;523,25; 89,00;889,70; 41; 980
201912;AC;MANCIO LIMA; 109;335,34818;163,77927;  3234;212,00;446,00; 89,00;803,00; 41;1336
201912;AC;MANOEL URBANO; 155;334,01364;172,34624;  1759;180,00;446,00; 82,00;845,60; 41;1158
201912;AC;MARECHAL THAUMATURGO; 655;307,72246;183,63216;  2778;171,00;406,00; 87,39;881,00; 41;1132
201912;AC;PLACIDO DE CASTRO; 151;176,58493; 89,84529;  1513;130,00;212,00; 41,00;514,88; 41; 802
201912;AC;PORTO ACRE; 649;218,64467;113,95363;  2682;130,00;268,00; 41,00;617,00; 41; 878
201912;AC;PORTO WALTER; 657;327,18519;183,37275;  1512;190,00;428,00; 89,00;869,01; 41;1178
201912;AC;RIO BRANCO; 139;229,89968;124,53737; 22299;137,00;269,00; 41,00;624,00; 41;1070
201912;AC;RODRIGUES ALVES; 659;304,17256;165,24126;  2434;179,00;396,00; 89,00;802,00; 41;1120
201912;AC;SANTA ROSA DO PURUS; 661;374,85899;200,20365;  1163;212,00;535,00; 89,00;892,00; 48;1070
201912;AC;SENA MADUREIRA; 145;287,77995;148,77662;  6921;171,00;357,00; 82,00;758,00; 41;1070
201912;AC;SENADOR GUIOMARD; 153;247,17730;132,72805;  4247;171,00;357,00; 89,00;625,00; 41; 980
201912;AC;TARAUACA; 147;345,89802;183,81480;  7384;194,00;446,00; 89,00;892,00; 41;1426
201912;AC;XAPURI; 149;200,44967;100,19189;  1977;130,00;241,00; 46,32;571,44; 41; 882
201912;AL;AGUA BRANCA;2701;300,05909;142,87928;  2843;180,00;358,00; 89,00;714,00; 41;1070
201912;AL;ANADIA;2703;175,18417; 90,54973;  2628;109,00;212,00; 89,00;492,38; 41;1034
201912;AL;ARAPIRACA;2705;184,41591; 95,50146; 18403;130,00;221,00; 41,00;535,00; 41; 892
201912;AL;ATALAIA;2707;186,63253; 97,41512;  7383;130,00;221,00; 89,00;535,18; 41; 892
201912;AL;BARRA DE SANTO ANTONIO;2709;182,12671; 97,11253;  3875; 91,00;232,00; 89,00;519,30; 41; 722
201912;AL;BARRA DE SAO MIGUEL;2711;203,38556;101,54126;  1219;130,00;258,00; 48,00;529,00; 41; 731
201912;AL;BATALHA;2713;223,64089;117,42973;  3272;130,00;309,00; 89,00;568,00; 41; 860
201912;AL;BELEM;2715;209,04243;110,94225;   872;130,00;268,00; 82,00;540,51; 41; 802
201912;AL;BELO MONTE;2717;240,63808;121,44198;  1271;146,50;321,00; 89,00;610,00; 41; 793
201912;AL;BOCA DA MATA;2719;207,14796;110,83711;  3609;130,00;268,00; 89,00;536,00; 41; 980
201912;AL;BRANQUINHA;2721;164,92167; 71,71228;  1915;130,00;185,00; 89,00;435,86; 41; 625
201912;AL;CACIMBINHAS;2723;221,95512;124,37392;  1983;130,00;296,50; 89,00;619,08; 41; 892
201912;AL;CAJUEIRO;2725;173,09974; 81,28859;  3409;130,00;212,00; 89,00;465,92; 41; 838
201912;AL;CAMPESTRE; 560;191,86639;110,33603;  1422; 91,00;257,00; 89,00;543,95; 41; 792
201912;AL;CAMPO ALEGRE;2727;157,16483; 76,63999;  5709; 89,00;178,00; 89,00;447,00; 41; 714
201912;AL;CAMPO GRANDE;2729;276,53957;131,95916;  2287;179,00;357,00; 89,00;625,00; 48; 970
201912;AL;CANAPI;2731;261,87347;143,04593;  4331;163,00;342,00; 89,00;705,70; 41; 970
201912;AL;CAPELA;2733;200,70837;108,80502;  2126;130,00;253,00; 82,00;573,75; 41; 832
201912;AL;CARNEIROS;2735;291,69846;145,49359;  1688;180,00;358,00; 89,00;723,10; 41; 981
201912;AL;CHA PRETA;2737;277,27637;143,33130;  1223;179,00;357,00; 89,00;714,00; 41; 980
201912;AL;COITE DO NOIA;2739;212,39334;106,01180;  1472;130,00;269,00; 48,00;547,87; 41; 740
201912;AL;COLONIA LEOPOLDINA;2741;198,82434;121,23190;  4133; 91,00;268,00; 89,00;624,00; 41;1070
201912;AL;COQUEIRO SECO;2743;166,72874; 89,74878;   682; 89,00;212,00; 41,00;471,33; 41; 689
201912;AL;CORURIPE;2745;170,15293; 76,06973;  5133;130,00;210,00; 41,00;439,00; 41; 882
201912;AL;CRAIBAS;2889;262,33020;123,32913;  3728;168,00;334,00; 89,00;618,00; 41;1034
201912;AL;DELMIRO GOUVEIA;2747;195,74946;105,74347;  6071;130,00;253,00; 41,00;536,00; 41;1158
201912;AL;DOIS RIACHOS;2749;154,32625; 69,13579;  1787; 89,00;178,00; 48,00;403,82; 41; 590
201912;AL;ESTRELA DE ALAGOAS;2643;236,14928;118,26661;  2445;143,00;317,00; 82,00;611,28; 41; 892
201912;AL;FEIRA GRANDE;2751;204,56438; 96,93447;  4132;130,00;258,00; 89,00;504,14; 41; 802
201912;AL;FELIZ DESERTO;2753;154,96302; 66,71726;   649; 89,00;178,00; 41,00;346,00; 41; 553
201912;AL;FLEXEIRAS;2755;193,26559;104,01153;  2052;130,00;257,00; 89,00;543,43; 41; 878
201912;AL;GIRAU DO PONCIANO;2757;274,52535;128,24023;  5503;179,00;357,00; 89,00;625,00; 41; 981
201912;AL;IBATEGUARA;2759;203,47341;100,92408;  2313;130,00;253,00; 89,00;526,88; 41;1022
201912;AL;IGACI;2761;252,56916;125,40250;  4793;169,00;345,00; 89,00;617,00; 41; 882
201912;AL;IGREJA NOVA;2763;160,25450; 69,05977;  3336;130,00;185,00; 41,00;386,00; 41; 634
201912;AL;INHAPI;2765;233,48609;129,67018;  2660;130,00;296,00; 82,00;659,64; 41;1150
201912;AL;JACARE DOS HOMENS;2767;186,61026;100,09865;  1111;126,00;241,50; 89,00;526,00; 41; 721
201912;AL;JACUIPE;2769;158,17658; 70,26510;  1042; 89,00;197,00; 82,00;383,54; 41; 618
201912;AL;JAPARATINGA;2771;193,15493;114,41669;  1917; 89,00;246,00; 89,00;589,20; 41; 926
201912;AL;JARAMATAIA;2773;236,47466;125,14017;   967;151,50;301,00; 89,00;624,00; 41; 892
201912;AL;JEQUIA DA PRAIA; 562;226,27181;118,82029;  2189;137,00;269,00; 89,00;536,00; 89; 980
201912;AL;JOAQUIM GOMES;2775;173,76165; 76,29848;  3239;130,00;212,00; 60,92;431,24; 41; 856
201912;AL;JUNDIA;2777;253,67429;130,84058;   743;179,00;357,00; 89,00;624,00; 41; 802
201912;AL;JUNQUEIRO;2779;169,71055; 73,19050;  3707;130,00;212,00; 89,00;414,64; 41; 686
201912;AL;LAGOA DA CANOA;2781;235,76476;116,20609;  3014;147,25;294,00; 82,00;536,00; 41; 892
201912;AL;LIMOEIRO DE ANADIA;2783;237,97387;110,47679;  3980;151,00;313,00; 89,00;568,00; 41; 860
201912;AL;MACEIO;2785;162,96896; 83,59715; 53826; 89,00;212,00; 41,00;440,00; 41; 892
